0,5,"Gure inguruko hezkuntza-erakundeen artean * EFQM ereduak du lehentasuna Erabateko Kalitatearen Kudeaketaren esparruan ."
1,6,"Lan honetan * EFQM eredua kudeaketa-kontrolaren eta kontabilitatearen ikuspegitik aztertuko dugu *"
0,7,"eredu horrek hezkuntza-erakundeen jardunbidea egoki planifikatu eta kontrolatzeko duen gaitasuna baloratuz ."
0,8,"Zehazki *"
0,9,"EFQM ereduarekin integratuz *"
0,10,"adierazle finantzarioz eta ez-finantzarioz osatutako Balanced Scorecard tresnaren erabilera proposatuko dugu * hezkuntza-erakundeen kudeaketa orekatua gidatzeko eta kontrolatzeko tresna gisa ."
0,1,"Lidergoa * fluxu-egoera eta produktibitatea enpresetan ."
1,2,"Artikulu honen helburua da erakustea badagoela * lidergo eraginkor eta « emozional » baten bidez * enpresa-kultura & indartsu & bat sortzerik eta * horri esker * lanean fluxu-egoera indibidual nahiz kolektiboak sustatzerik ."
0,3,"Horrela * artikuluan barrena fluxu-egoerari buruz ariko gara *"
0,4,"batik bat Mihály Csikszentmihalyiren lanetan oinarrituta ."
0,5,"Fluxu-egoera definitzeaz eta ezaugarritzeaz gain * hura errazten duten baldintzak ere zehaztuko ditugu ."
0,6,"Halaber * fluxuak eta autorrealizazioak duten harremana ere bistaratuko dugu ."
0,7,"Bestalde * datu & bitxi & * deigarri eta esanguratsu bati azalpena ematen ahaleginduko gara :"
0,8,"& lanean gertatzen da fluxu-esperientziarik gehien & * Csikszentmihalyiren arabera ."
0,9,"Hori azaltzeko *"
0,10,"enpresa-kultura & indartsua & zertan datzan esango dugu ;"
0,11,"izan ere * gure iritziz * enpresa-kultura & indartsuen & magalean baino ez baita posible lanean fluxuaren eredua arrakastaz abiarazi eta funtzionaraztea ."
0,12,"Eta argudiatuko dugu ezen enpresa-kultura & indartsuak & diseinatu eta errotzea lidergo-faktore eraginkor bati dagokiola *"
0,13,"betiere adimen emozional handia erabiliz ."
0,1,"Aurrekontu publikoek sexurik ote dute ?"
0,2,"Genero-aurrekontuen osagai eta erronka nagusiak ."
0,3,"Azken bi hamarkadetan *"
0,4,"Australiako Gobernu Federalak bere aurrekontu publikoan generoa txertatzen hasi zenetik *"
0,5,"ildo horri jarraitu dioten esperientziak mundu osoan zabaldu dira ."
0,6,"Gaur egun * berrogeita hamar herrialde baino gehiagotan ari dira analisi hauek indarrean jartzen ."
0,7,"Leku guztietan abiapuntu metodologikoa antzekoa izan da *"
0,8,"nahiz eta martxan jarri orduko bakoitzak bere errealitatera egokitu behar izan duen ."
1,9,"Ekimen horiek ikusita * artikulu honen helburuak bi dira ."
1,10,"Alde batetik * aurrekontu publikoen baitan nola islatzen diren gizarte jakin batean dauden genero-bereizkeriak eta * bestetik * zer-nolako tresnak garatzen ari diren Kontu Publikoen generoneutraltasun faltsua agerian uzteko ."
0,11,"Horrez gain * tresna horien aukerak eta mugak aipatu nahi ditugu *"
0,12,"aurrean dituzten erronkak argiago ikus ditzagun ."
0,1,"Haur-oinaren neurri antropometrikoen garapena : Geruzetan oinarrituriko azterketa deskribatzailea ."
1,2,"Azterlan honek haur oinaren eta oinzolako gangaren hazkundea baloratzen du 4 eta 6 urte arteko haurren artean ."
0,3,"Adin horretan hasten da aldaketa hormonalek agintzen duten garapena ."
1,4,"Era berean * beste alderdi batzuk baloratzen dira * hala nola * maleolo peronealaren garrantzia biomekaniko mihise tibioperoneoastragalinoan * aldea sexuen eta adinen artean * eta adin horretan haur bakoitzaren jaiotzako hiru parametro biologikoek izan duten eragina ( haurdunaldi asteak * amaren adina erditzean eta haur bakoitzaren pisua jaiotzan ) ."
0,5,"Estatistikoki esanguratzua den ausaz hartutako 314 haurrez osatutako biztanleria hartzu zen * guztiak 1993an Txagorritxu Ospitalean ( Araba ) jaioak ."
0,6,"Lortutako emaitzek baieztatzen dute adin horretan oinzolako gangaren garapena hasten dela * oin ezkerra eskuina baino handiagoa dela eta gizonezkoenak emakumezkoenak baino handiagoak direla ."
0,7,"Begibistakoa da ere pisu faktoreak eragina duela oinaren neurri antropometrikoetan eta asoziazio estatistikoaren indarra galdu egiten dela adinaren arabera ."
0,8,"Azterlan honek analizatutako korrelazio estatistikoetan lortutako emaitzak jakitera ematen ditu ."
0,1,"Haur-oinaren neurri antropometrikoen garapena : Geruzetan oinarrituriko azterketa deskribatzailea ."
1,2,"Azterlan honek haur oinaren eta oinzolako gangaren hazkundea baloratzen du 4 eta 6 urte arteko haurren artean ."
0,3,"Adin horretan hasten da aldaketa hormonalek agintzen duten garapena ."
1,4,"Era berean * beste alderdi batzuk baloratzen dira * hala nola * maleolo peronealaren garrantzia biomekaniko mihise tibioperoneoastragalinoan * aldea sexuen eta adinen artean * eta adin horretan haur bakoitzaren jaiotzako hiru parametro biologikoek izan duten eragina ( haurdunaldi asteak * amaren adina erditzean eta haur bakoitzaren pisua jaiotzan ) ."
0,5,"Estatistikoki esanguratzua den ausaz hartutako 314 haurrez osatutako biztanleria hartzu zen * guztiak 1993an Txagorritxu Ospitalean ( Araba ) jaioak ."
0,6,"Lortutako emaitzek baieztatzen dute adin horretan oinzolako gangaren garapena hasten dela * oin ezkerra eskuina baino handiagoa dela eta gizonezkoenak emakumezkoenak baino handiagoak direla ."
0,7,"Begibistakoa da ere pisu faktoreak eragina duela oinaren neurri antropometrikoetan eta asoziazio estatistikoaren indarra galdu egiten dela adinaren arabera ."
0,8,"Artikulu hau adinaren eta sexuaren geruzetako azterketa deskribatzailean soilik oinarritzen da ."
0,1,"Galdakaoko Ospitaleko larrialdi zerbitzuak erabiltzen dituzten erabiltzaileen soslaia ."
0,2,"Larrialdi zerbitzuetako asistentzia medikuen kopurua gehituz doa etengabe *"
0,3,"estatu españolean igoera hau urteko %4an kokatzen da ."
0,4,"Erabiltzaileen %80ak bere kabuz erabakitzen dute larrialdi zerbitzu batetara jotzea"
0,5,"eta kontsulta hauen %70a larritasun gutxikotzat jotzen dituzte zerbitzu hauetako medikuek ."
0,6,"Zerbitzu hauen perfila azaltzen duten ikerketa epidemiologikoak egitea baliagarria izan daiteke osasun planifikazioaren aldetik *"
1,7,"hau dela eta * Galdakaoko ospitaleko larrialdi zerbitzuaren erabiltzaileen perfil deskriptibo bat egitea aproposa iruditu zaigu ."
0,8,"Emaitzak :"
0,9,"Erabiltzaileen perfil orokorra ondokoa dela esan daiteke : gizonezkoa ( %51.4 ) * heldua ( 43.2 urteko media ) eta patologia traumatologikoagatik kontsultatzen duena ( %50.5 ) ."
0,10,"Galdakao inguruko herrietatik datorrelarik gehiengoa ."
0,1,"Euskararako koma-zuzentzaile automatiko baterantz ."
0,2,"XUXEN ortografia-zuzentzailearen arrakastaren ondoren eta IXA taldean Hizkuntzaren Prozesamenduan urtetan egindako lanari jarraiki *"
0,3,"XUXENg euskarako gramatika - eta estilo-zuzentzailea garatzeko aurrerapausoak egiten dihardugu azken urteetan ;"
1,4,"horien artean kokatzen dugu hemen aurkeztuko dugun koma-zuzentzaile automatikoa ere ."
0,5,"Tresna honen garapenerako * komak zuzen jartzeko lan teorikoak aztertu ditugu lehendabizi *"
0,6,"eta ikasketa automatikoko teknikak eta erregeletan oinarritutakoak uztartu ditugu gero ;"
0,7,"koma-zuzentzaile bat garatzeko"
0,8,"sintagmeneta perpausen identifikatzaile automatikoen beharra azaleratu du ikerketa honek ."
0,1,"Datuen bistaratzea estatistika ofizialetan ."
0,2,"Ordenagailuek zein informatikak azken urteetan jasandako aurrerapenek eragin zuzena izan dute datuen bistaratzearen esparruan ."
0,3,"Datuen bistaratzea delako analisi prozedurak funtsean ahalbidetzen du jasotako datuak era adierazgarrian sintetizatu edo laburtzea ;"
0,4,"datuen analisi klasikoaren osagarria da *"
0,5,"zenbakizko kalkuluko prozeduretan oinarritua ."
0,6,"Aipaturiko berrikuntzek * ahalbidetu dute bistaratze estatiko edo klasikoez gainera * interaktibo deritzen beste bistaratze sofistikatuago batzuk sortzen hastea ."
0,7,"Estatistika ofizialen erakundeak * eta bereziki Eustat Euskal Estatistika Erakundea * hasiak dira informazioaren teknologia berri hauek eskaintzen dizkieten aukera eta berrikuntzez baliatzen"
0,8,"egoera berrira moldatu ahal izateko ."
1,9,"Hori dela eta * artikulu honetan azalduko dira zein izan diren Eustat Euskal Estatistika erakundeak 2 urtean zehar datuen bistaratzearen gaiaren inguruan egindako ikerketa lanean lorturiko emaitza eta ondorioak ;"
0,10,"horretarako * bereziki erreparatuko zaie erakundearen datu mota ezberdinetara egokituriko grafiko estatiko eta batez ere dinamikoei ."
0,1,"Wikipedia eta itzulpen automatikoa : & harri batez bizpalau xori & ."
1,2,"Artikulu honetan elkarlanean egindako proiektu bat aurkezten dugu ."
0,3,"Boluntario talde bat bildu dugu"
0,4,"espainierazko Wikipediako hainbat artikulu euskarara itzultzeko *"
0,5,"baina boluntarioen lana errazteko *"
0,6,"Matxin itzultzaile automatikoa erabili dugu"
0,7,"aurre-itzulpenak sortzeko *"
0,8,"eta horrela boluntarioen lana errore eta akatsak dituzten itzulpen automatiko horiek aztertu eta zuzentzea izan da ."
0,9,"Lan honekin * batetik * Euskal Wikipedia aberastu dugu *"
0,10,"50.000 hitz berri gehituz ."
0,11,"Beste alde batetik * sistema automatikoaren itzulpenak eta posteditatutako bertsio zuzenduekin corpus bat sortu dugu ."
0,12,"Corpus hori erabili dugu"
0,13,"posteditore estatistiko bat sortzeko *"
0,14,"Matxin itzulpen automatikoko sistemaren irteeraren doitasuna %10ean hobetuz ."
0,1,"Euskararako analizatzaile sintaktiko estatistikoa hobetzeko teknikak ."
1,2,"Artikulu honetan euskararako analizatzaile sintaktiko estatistikoen emaitzak hobetzeko helburuarekin egindako esperimentu multzoa aurkezten da ."
0,3,"Lan honetan teknika ezberdinak aztertzen dira : i ) zuhaitz-transformazioak * ii ) analizatzaileen pilaketa * eta iii ) analizatzaile modelo desberdinen irteeren konbinaketa ."
0,4,"Emaitza guztiak zuhaitz-bankutik zuzenean hartutako urre-patroiko ezaugarri morfosintaktikoak erabiliz eta analisi morfologiko eta desanbiguatze moduluetatik hartutako ezaugarri morfosintaktiko automatikoak erabiliz egin dira ."
0,1,"GSK-3ren menpe dauden transkripzio-faktoreen azterketak NFKB eta ARren arteko alderantzizko korrelazioa nabarmentzen du prostatako minbizian ."
0,2,"Prostatako minbizia *"
0,3,"gizonei dagokienez *"
0,4,"lurralde garatuetan maiztasun handiena duen tumorea da ."
0,5,"Minbizi mota honen hasiera eta garapena androgeno-errezeptorearen ( AR ) menpekoa da *"
