1,11,"Hemen heriotz-ondoko giza garunean neurotransmisoreentzako hartzaileak ikertzeko gure ikerkuntz-taldean erabiltzen diren teknikak azalduko ditugu ."
0,12,"1. qRT-PCRa edo denbora errealean buruturiko polimerasaren kate-erreakzio kuantitatiboa ."
0,13,"Izatez proteinak diren hartzaile hauek eratzeko zelulak erabiliko duen ARN mezularia neurtzen du teknika honek ."
0,14,"2. Western Blott teknikaren bidez hartzailearen proteina bera kuantifikatzen dugu ."
0,15,"Horretarako laginean dagoen proteina nahasketa banatu egiten da lehenengo *"
0,16,"eta intereseko proteina identifikatu gero *"
0,17,"hau ezagutzen duen antigorputz espezifiko bat erabiliz ."
0,18,"3. Erradioligandoen bidezko hartzaileen finkapen-teknika ."
0,19,"Teknika honetan hartzaileari berez lotuko zaion konposatu bat erabiltzen da *"
0,20,"isotopo erradiaktibo batekin markatuta dagoena ;"
0,21,"horrela hartzaileak zenbatu eta identifikatu ditzakegu ."
0,22,"4. Hartzaileen kopurua zehazteaz aparte *"
0,23,"haien aktibitatea ere neurtu dezakegu ."
0,24,"Giza garunean oso ugariak dira G proteinei lotutako hartzaileak *"
0,25,"G proteina hauen bitartez zelula barnean seinalea abiaraziko dutenak alegia ."
0,26,"Hartzaile mota hauen aktibitatea neurtzeko"
0,27,"[ 35 S ] GTP ? S erradioligandoaren finkapen-teknika erabiltzen dugu ."
0,28,"5. Azkenik * zenbait hartzailek estimulatutako G proteina hauek adenilato ziklasa izeneko entzima bat inhibitu ala aktibatuko dute ."
0,29,"Honek zelula barneko AMP ziklikoa deritzon 2. mezulariaren mailak aldatuko ditu ."
0,30,"Beraz * G-proteinei lotutako hartzaile mota honen aktibitatea aztertzeko"
0,31,"gure taldean erabiltzen dugun beste tresna bat haien estimulazioaren ondorioz gertatutako adenilato ziklasaren aktibitatearen aldaketa neurtzean datza ."
0,1,"Mikrodialisiaren erabilpena esna dagoen arratoiaren garunean : antidepresiboen eraginaren azterketa ."
1,2,"Mikrodialisia odolean zein ehunetan aurkitzen diren sustantzien laginak jasotzeko eta hauen monitorizaziorako erabiltzen den in vivo teknika da ."
0,3,"Honen bidez * neurotransmisore * neuropeptido * entzimak * elektrolitoak * zenbait hormona * farmako eta toxinak jaso eta aztertu ahal dira ."
0,4,"Modu honetan asaldura neurologikoek eta farmakoen bidez eragindako aldaketen azterketa egin genezake ."
0,5,"Antidepresiboen gehienen epe motzeko ekintza mekanismoa espazio sinaptikoan dagoen noradrenalina edo / eta serotonina neurotransmisoreen kontzentrazioa handitzean datza :"
0,6,"neurotransmisoreen berreskurapena inhibituz"
0,7,"edo hauen metabolizazioa eragiten duten entzimak inhibituz ."
0,8,"Hala ere * jakina da antidepresiboek ez dutela sintoma depresiboengan eragin onuragarririk"
0,9,"tratamendua hasi eta 2-3 aste pasa artean ."
0,10,"Beraz * ondoriozta genezake * antidepresiboek epe motzean eragiten dituzten efektuek epe luzera emango diren moldaketa fisiologikoak eragingo dituztela ."
0,11,"Mikrodialisia teknika erabilgarria da"
0,12,"antidepresiboen eragina aztertzeko orduan *"
0,13,"honen bidez neuronek askatutako neurotransmisoreak jaso eta neurtu ahal ditugulako ."
0,14,"Testuinguru hau kontutan izanik *"
0,15,"esperimentu egunaren bezperan arratoiak kloral hidratoaz lokartzen dira ."
0,16,"Behin lokarturta daudenean *"
0,17,"mikrodialisirako zundak ezartzen dira * bata locus coeruleus ( LC ) - etik gertu eta bestea garunazalean ."
0,18,"Horrela * sistema noradrenergikoaren nukeo nagusiak ( LC-ak ) depresioarekin erlazionatutako eremu terminala ( garunazala ) nola modulatzen duen ikertu ahalko dugu ."
0,19,"Hurrengo egunean *"
0,20,"behin arratoiak esna daudenean *"
0,21,"mikrodialisi sistemara konektatzen dira"
0,22,"eta ornoburmuin isurkaria pasatzen da zundetan zehar ."
0,23,"Mikrodializaturiko laginak 35 minutuero jasotzen dira"
0,24,"eta farmakoak administratu aurretik neurotransmisoreen kontzentrazio basalen berri emango diguten 3 lagin jasotzen dira ."
0,25,"Kontzentrazio hauen arabera kalkulatuko dugu farmakoek eragindako efektu maila ."
0,26,"Laginen analisirako HPLC ( High Performance Liquid Chromatography ) delakoa erabiltzen da banatze kromatografikorako"
0,27,"eta * analitoen kontzentrazioa neurtzeko berriz detekzio elektrokimikoa ."
0,1,"Garun odoleztatzearen oinarri fisiopatologikoak ."
0,2,"Gure ikerketa taldearen lerro nagusiak garuneko odoleztatzean oinarritzen dira ."
0,3,"Zehazki mikrobaskularizazioa aztertzen dugu *"
0,4,"odola eta parenkimaren arteko elkartrukea gertatzen den gunea izateaz gain *"
0,5,"garunak duen plastikotasuna dela eta *"
0,6,"baldintza berrietara egokitzeko gertatzen diren aldaketak bertan behatzen direlako * neoangiogenesia kasu ."
0,7,"Garun odoleztatzearen ezaugarri diferentzialak bi dira * Barrera Hematoentzefalikoa eta sare mikrokapilarra ."
1,8,"Gure ikerketetan bi ezaugarri hauen aldaketak aztertzen ditugu * garapen fisiologikoan eta hainbat gaixotasunen animali ereduetan ( besteak beste * garun traumatismoak * garun minbiziak * gaixotasun neurodegeneratiboak * garun iskemia edota pribazio sentsoriala ) ."
0,9,"Odoleztatzearen ildotik * molekula giltzarria hazkuntza faktore endotelial baskularra ( VEGF ) da ."
0,10,"Zitokina proangiogenikorik garrantzitsuena da *"
0,11,"eta angiogenesi fisiologiko eta patologikoan parte hartzeaz gain *"
0,12,"besteak beste neurobabesarekin * neuroerreskatearekin eta garapen neuralarekin erlazionatuta dago ."
0,13,"Garapen neurala eta baskularra elkarrekin erlazionatzen duten molekulak * hau da * zeregin bikoitza betetzen duten eragileak * angioneurina izenez ezagutzen dira * VEGF-a kasu ."
0,14,"Bestalde * Nerbio Sistema Zentralaren oinarrizko funtzioan neuronez gain * astrozitoak eta kapilareak ere beharrezkoak direla deskribatu da *"
0,15,"unitate neurogliobaskularraren kontzeptua proposatuz ."
0,16,"Gure ikerketak bi elementu hauetan eta elkarren arteko harremanetan oinarritzen dira * angioneurinetan eta unitate neurogliobaskularrean alegia ."
0,17,"Laburbilduz * hauek dira gure ikerketa lerroen helburu esperimentalak :"
0,18,"Alde batetik * garapenean zehar garuneko odoleztatzean gertatzen diren aldaketak aztertu ditugu ."
0,19,"Horretarako * bai VEGF hazkuntza faktorearen zein dentsitate baskularraren kuantifikazioa burutu dugu ."
0,20,"Talde esperimental ezberdinetan aztertu dugu hau : baldintza estandarretan * ilunpean eta ingurune aberastuan hazitako animalietan ."
0,21,"Hala * esperientzia bisualak garapenean duen eragina ere aztertu dugu ."
0,22,"Egoera fisiologikoan gertatzen dena aztertu ondoren *"
0,23,"VEGF hazkuntza faktorearen maila fisiologikoak aldatu"
0,24,"eta ponpa osmotikoen bitartez VEGF-aren administrazioak eta blokeoak odol-hodien eta neuronen dentsitatean garapenean zehar duen eragina ere aztertu dugu ."
0,25,"Hala *"
0,26,"bai egoera fisiologikoan ingurune aberastuak bai VEGF exogenoaren administrazioak eragin positiboak dituela ikusirik *"
0,27,"une honetan gure ikerketa lerroa neurobabesa eta neuroerreskatea eragiten duten faktoreen konbinazioan oinarritzen da :"
0,28,"ingurune aberastua * ariketa fisikoa eta VEGF hazkuntza faktorea konbinatzen ditugu"
0,29,"estrategia sinergikoa bilatzeko helburuarekin ."
0,1,"Ikerketa eta berrikuntza analitikoa ( IBEA ) taldearen lerroak bizi-zientzien inguruan ."
0,2,"Ikerketa eta BErrikuntza Analitikoa ( IBe A ) izeneko taldea Kimika Analitikoa Sailaren hainbat irakaslek eta ikertzailek osatzen dugu ."
1,3,"Gure ikerketa lerroen artean & kutsatzaile kimikoen analisia lagin biologikoetan & aipa daiteke ."
0,4,"Lerro honetan aurrera eramaten ditugun lanen helburuak anitzak badira ere *"
0,5,"hauexek lotuko ditugu bizi-zientziekin *"
0,6,"i ) kutsatzaileak izaki bizidunetan metatzeko bideak eta mekanismoak aztertzea"
0,7,"eta ii ) organismo zelatariek kutsaduraren zaintza emateko duten ahalmena ikastea ."
0,8,"Horretarako * kutsatzaile organikoak ( hidrokarburo aromatiko poliziklikoak * bifenilo polikloratuak * pestizidak * . ) * ez-organikoak ( metalak ) eta organometalikoak ( metilmerkurioa * tributileztainua ) analizatzeko ahalmena dugu *"
0,9,"teknika bat baino gehiago erabiliz ."
0,10,"Besteak beste * teknika hauek erabiltzen ditugu : masa-espektrometria ( MS ) * gas - eta likido-kromatografia * espektroskopia bibrazionala * X izpien espektroskopia edota fluorimetria atomikoa ."
0,11,"Gehien bat muskuilu * ostra eta arrainekin egin dugu lan *"
0,12,"baina azken boladan landareekin ere hasi gara ."
0,13,"Azkenik * LASPEA izeneko EHU-ko zerbitzu orokorreko espektroskopia askotariko laborategiarekin batera beste hainbat baliabide ditugu eskura ."
0,14,"Arlo honetan * Raman eta Infragorri espektroskopiak mikroskopiarekin uztartzen diren ekipoak erabiltzen ditugu"
0,15,"eta irudi analisia egin daiteke ."
0,16,"Izan ere * Raman-en kasuan * aukera dugu X-izpiko fluoreszentziarekin batera ekortze-mikroskopio elektronikoarekin uztartzeko ."
0,1,"Komunitate mikrobiarren funtzioa itsas-sistemetako karbonoaren zikloan ."
0,2,"Ozeanoetako prozesu biogeokimikoak funtsezkoak dira"
0,3,"gure planetako karbono-zikloaren ( eta beste elementuen ) dinamika ulertzeko ."
0,4,"Gaur egun * itsasoko komunitate mikrobiarrak prozesu hauen sortzaile biologiko nagusiak direla onartzen da ."
0,5,"Itsas-sistemetan nagusi diren mikroorganismoen eta materia organikoaren arteko elkarrekintzek eraztun mikrobiar izeneko sare-trofikoa eratzen dute ."
0,6,"Eraztun mikrobiarrak funtzio ekologiko oso garrantzitsuak betetzen ditu *"
0,7,"maila nagusiagoetara transferitzen den materia eta energiaren bideratzaile nagusia baita ."
0,8,"Ekologia mikrobiarraren arloan * eta batez ere eraztun mikrobiarrak eta honetan parte hartzen duten mikroorganismoek betetzen duten funtzioen inguruan *"
0,9,"azken urte hauetan asko aurreratu den arren *"
0,10,"hutsune ugari daude oraindik ."
0,11,"Organismo hain txikiekin lan egiteak dakarren oztopoak eta sareak berak duen konplexutasuna izan daitezke hutsune hauen eragile nagusiak ."
0,12,"Ildo honi jarraituz *"
1,13,"gure ikerketa taldearen helburu nagusia ur-sistemetako eraztun mikrobiarreko materia organikoaren eta energiaren fluxuaren bideratzean dauden informazio-hutsuneak betetzea da ."
0,14,"Helburu hau betetzeko"
0,15,"komunitate mikrobiarren funtzionamendua ikertu egiten dugu ."
0,16,"Horretarako * eraztun mikrobiarrean parte hartzen duten elementuen banakako analisia eta euren arteko elkarrekintzak aztertzen ditugu ."
0,17,"Disolbatutako eta partikulatutako materia organikoaren konposaketaren ( kantitatea eta kualitatea ) analisia * karbono organikoaren ( TOC ) * elikagai inorganikoen eta D - eta L - aminoazidoen ( HPLC ) neurketak eginez"
0,18,"burutzen dugu * hain zuzen ere ."
0,19,"Bakterioplanktona materia organikoaren kontsumitzaile nagusia izanik *"
0,20,"bere ekoizpenaren ( konposatu erradioaktiboen barneraketaren bidez ) * arnasketaren ( oxigeno mikrosentsoreen bidez ) eta hazkuntza-efizientziaren azterketak * komunitate honek eraztun mikrobiarrean duen funtzioari buruz informazio baliogarria ematen digu ."
0,21,"Horrez gain * materia organikoaren erabilera * polimeroen hidrolisi entzimatikoaren eta monomeroen barneraketa-abiaduraren bitartez analizatzen dugu ."
0,22,"Aktibitate hauek * ur-sistema horretan dauden partehartzaile espezifikoen ( bakteria-komunitatearen konposaketaren azterketa CARD-FISH teknika molekularraren bidez ) eta ingurugiro-faktoreen menpe dago ."
0,23,"Eraztun mikrobiarraren osakide moduan * bakterioplanktona harrapakaritzaren menpe dago * batez ere protista bakteriboroena ."
0,24,"Protistek * bakterioplanktonaren dentsitatearen kontrola betetzeaz gain *"
0,25,"hauen metabolismoaren aldaketan eragin zuzena daukate ."
0,26,"Honen inguruan * harrapakaritzaren ( harrapakinaren tamainaren * horma-zelularraren eta elikadura-egoeraren menpekoa ) eta ekintza honek materia organikoan sortu dezakeen eraldaketaren eta erantzun metabolikoaren azterketan lan egiten dugu ."
0,27,"Ekintza hauetan zehar protista eta prokariotoen artean gertatzen den komunikazioa * estimuluen aurreko erantzun kimiotaktikoen bidez aztertzen dugu ."
0,1,"CIC bioguneko proteomika plataformaren jarduera zientifiko-teknikoa ."
0,2,"Garai post-genomikoa XXI. mendearen hasieran indartsu azaldu zen ."
0,3,"Giza genomaren sekuentziaren plazaratzea urrats handia izan zen genetikaren ikerketan *"
0,4,"eta hastapenetan zegoen proteomikarentzako bultzakada handia izan zen ."
0,5,"Proteoma * genoma jakin batek egoera zehatz batetan adierazten dituen proteinen multzo gisa definitu dezakegu ."
0,6,"Proteomika berriz * teknika eta metodologia desberdinez baliatuta proteoma ikertuko duen diziplina da ."
0,7,"Adibide gisa * bi dimentsiotako gelek proteoma bateko ehunka proteina aldi berean ikustea ahalbidetzen dute"
0,8,"eta horretaz gain proteina horietako batzuk izan ditzaketen isoforma desberdinak detektatu eta euren arteko kantitate erlatiboa neurtu ahal da ."
0,9,"Proteomikan ezinbestekoak diren masa espektrometria eta bioinformatika uztartuz"
0,10,"proteoma jakin bateko ehunka proteina identifika daitezke egun bateko lanean ."
0,11,"Bestalde * masa espektrometria proteinak kuantifikatu * peptido / edota proteina profilak sortu eta beste hainbat aplikaziotarako erabilgarri da ."
0,12,"Aipaturiko teknika hauek guztiak erabiliz *"
1,13,"gure laborategian proiektu desberdinetan ikertzen dihardugu ."
0,14,"Hona hemen gaur egun ikertzen ari garen proiektu pare baten zenbait xehetasun :"
0,15,"Proteomen katalogoak"
0,16,"Gaur egun gorputzeko jariakin desberdinak * hala nola gernua * txistua edo malkoak oso erakargarriak suertatzen ari dira gaixotasunen diagnosirako markatzaile iturri gisa ."
0,17,"Markatzaileak aurkitzeko"
0,18,"lehen urratsetariko bat jariakin horietako proteinen zerrenda ahalik eta osatuena lortzea da ."
0,19,"Alor honetan gure taldeak giza endometrioko jariakinaren proteina katalogorik zabal eta osatuena plazaratu berri du ."
0,20,"Proteomen arteko konparaketak"
0,21,"Gaixo dagoen izaki baten proteoma osasuntsu dagoen batenarekin alderatuz gero *"
0,22,"bien arteko desberdintasunak topatzeko"
0,23,"aukera dezente dago ."
0,24,"Azterketa hau aurrera eramateko lagungarri izango diren teknika desberdin ugari dago *"
0,25,"bakoitzak bere berezitasunak dituelarik ."
0,26,"Gure laborategian * alderatzekoak diren laginetako proteinen kuatifikazio erlatiboa burutzeko metodologiak erabili eta garatzen ari gara ."
0,27,"Bestalde * identifikazioetan oinarritu gabeko baina zuzenak eta nahikoa azkarrak diren metodologiak ikertzen dihardugu"
0,28,"azpiproteomak konparatzeko helburuarekin *"
0,29,"honek zenbait gaixotasunen diagnosia edota prognosia hobetzea erraztuko lukelarik ."
0,1,"Terapia genikoan erabiltzeko lipidoz osasutako nanopartikulen garapena ."
0,2,"Terapia genikoa gero eta garrantzi handiago hartzen ari da medikuntzan *"
0,3,"hainbat gaixotasun larrietan erabilgarritasun handia eduki baitezake ; esaterako * fibrosi kistikoa * hemofilia * gaixotasun okularrak * gaixotasun metabolikoak * minbizia * HIESa * . ."
0,4,"Gene terapian * geneak dira administratu behar diren eta efektua egin behar duten produktuak *"
0,5,"eta hauek administratzeko sistema eraginkorrak bilatu behar dira ."
1,6,"Gure lan-taldearen helburu nagusia alor honetan geneen administrazioa ahalbidetzeko nanopartikula solido lipidikoak ( SLN ) garatzea eta karakterizatzea da ."
0,7,"Horretarako * karga positiboa duten nanopartikulak prestatzen ditugu *"
0,8,"ADNarekin elektrostatikoki biltzeko ."
0,9,"Hori lortuta * SLN-ADN konplexuak osatzen dira *"
0,10,"genea ( ADNa ) zelulen nukleoraino gidatzeko *"
0,11,"kodifikatzen duen proteina ekoitz dadin ."
0,12,"ADNa administratzen denetik proteina ekoiztu arte gertatzen den prozesuari transfekzioa deritzo ."
0,13,"Konplexuen karakterizazioa :"
0,14,"SLN-ADN konplexuak prestatu eta gero *"
0,15,"karakterizatu behar dira"
0,16,"ondorengo ezaugarriak aztertuz : tamaina"
0,17,"( 200-300 nm eduki ohi dute ) *"
0,18,"karga edo zeta potentziala"
0,19,"( positiboa izan behar da ADNarekin elkarrekintzak sor daitezen ) *"
0,20,"ADNa babesteko ahalmena * transfekzio gaitasuna * eta toxikotasuna ."
0,21,"Emaitzak :"
0,22,"Orain arte burutu ditugun lanetatik lortutako emaitzak positiboak izan dira ."
0,23,"& In vitro & egindako entseguetan prestatutako nanopartikulak toxikoak ez direla egiaztatu dugu *"
0,24,"eta hainbat motatako zeluletan ( giltzurrun-zeluletan * erretina-zeluletan * endotelio-zeluletan edo gibel-zeluletan ) transfekzioa lortu dugu ."
0,25,"& In vivo & saioetan ere nanopartikulak material genetikoa transfektatzeko gai direla frogatu dugu *"
0,26,"saguei administratu ondoren ."
0,27,"Aplikazioak :"
0,28,"Gure lan-taldean ikertzen ditugun aplikazio garrantzitsuenak erretina gaixotasunak eta Fabry-ren gaixotasun metabolikoa dira ."
0,29,"Erretina gaixotasunen artean * erretinoskisiaren gene erantzulea garraiatzen duten SLNak prestatu ditugu *"
0,30,"eta erretina-zelulekin & in vitro & egindako entseguetan lortutako emaitzak nahiko itxaropentsuak dira ."
0,31,"Fabry-ren gaixotasunaren kasuan alfa-galaktosidasa enzima kodifikatzen duen genearekin hainbat proba burutu ditugu ."
0,32,"Orain arte * & in vitro & egindako entseguetan transfekzioa lortu dugu endotelio-zeluletan ."
0,33,"Etorkizunerako proiektuak :"
0,34,"Lortutako emaitzak positiboak izan arren *"
0,35,"prestatutako nanopatikulen transfekzio ahalmena oraindik hobetu behar dugu"
0,36,"gizakietan erabilgarriak izateko ."
0,37,"Horren ondorioz *"
0,38,"transfekzio prozesuan gertatzen diren pausuak ondo ezagutzeko"
0,39,"entseguak egin behar dira ."
0,40,"Pausu garrantzitsuenak ezagutu ondoroen *"
0,41,"estrategia desberdinak erabili ditzakegu"
0,42,"transfekzio efikazia handitzeko ."
0,1,"Autoimmunitatea deszifratzen : eritasun zeliakoa eredu gisa ."
0,2,"Eritasun Zeliakoa ( CD ) edo zerealen glutenak eragindako enteropatia * predisposizio genetikoa duten pertsonengan garatzen den gaixotasun autoimmune kronikoa da *"
0,3,"Europako prebalentzia %1 delarik ."
0,4,"Alde histologikotik * heste meharreko biloxken galera eta kripten hiperplasia beha daitezke * linfozitoen infiltrazioarekin batera ."
0,5,"Bestetik * gaixoek transglutaminasa-2 entzimaren kontrako autoantigorputzak ekoizten dituzte ."
0,6,"Bai diagnosian * bai glutenik gabeko dieta ezarri eta bi urtera ere * hesteetako biopsiak egiten zaizkie pazienteei"
0,7,"CDren diagnosia konfirmatu eta jarraipena egiteko ."
0,8,"Hau dela eta * gaixotasun autoimmuneak ikertzeko eredu paregabea da *"
0,9,"kaltetutako ehuna eskura dugulako ."
0,10,"Arrisku genetikoari dagokionez * 6p21ean dagoen HLA lokusak heredagarritasunaren %40 inguru azaltzen du *"
0,11,"pazienteen %90 baino gehiagok HLA-DQ 2 heterodimeroaren eroalea delarik ."
0,12,"Hala ere * aldaera hori arrunta da populazio orokorrean ( %30 )"
0,13,"eta bestelako geneak ere beharrezkoak bide dira ."
